药品名称,厂家,增加数量,减少数量,期初金额(进价),start_date,end_date
注射用重组人生长激素,"自费,皖安科",0.0,0.0,0.0,2018-01-15,2018-01-21
注射用人生长激素,皖安科,0.0,-600.0,81130.0,2018-01-15,2018-01-21
盐酸小檗碱,鲁新华,0.0,0.0,0.0,2018-01-15,2018-01-21
碘普罗胺注射液,广州拜耳,0.0,0.0,0.0,2018-01-15,2018-01-21
碘普罗胺注射液,广州拜耳,0.0,0.0,0.0,2018-01-15,2018-01-21
阿德福韦酯片,"自费,天津葛兰素",0.0,0.0,0.0,2018-01-15,2018-01-21
阿德福韦酯胶囊,"自费,苏正大天晴",0.0,0.0,0.0,2018-01-15,2018-01-21
替比夫定片,"自费,京诺华",0.0,0.0,0.0,2018-01-15,2018-01-21
拉米夫定片,"自费,葛兰素",0.0,0.0,0.0,2018-01-15,2018-01-21
恩替卡韦片,"自费,沪施贵宝",0.0,0.0,0.0,2018-01-15,2018-01-21
恩替卡韦分散片,"自费,苏正大天晴",0.0,0.0,0.0,2018-01-15,2018-01-21
注射用胸腺法新,"自费,海南双成",0.0,0.0,0.0,2018-01-15,2018-01-21
注射用胸腺法新,"自费,意大利",0.0,0.0,0.0,2018-01-15,2018-01-21
注射用雷替曲塞,"自费,正大天晴",0.0,0.0,0.0,2018-01-15,2018-01-21
盐酸厄洛替尼片,"自费,沪罗氏",0.0,0.0,0.0,2018-01-15,2018-01-21
注射用培美曲塞二钠,"自费,齐鲁制药",0.0,0.0,0.0,2018-01-15,2018-01-21
注射用培美曲塞二钠,"自费,礼来",0.0,0.0,0.0,2018-01-15,2018-01-21
盐酸法舒地尔注射液,"自费,津红日",0.0,0.0,0.0,2018-01-15,2018-01-21
马来酸桂哌齐特注射液,"自费,京四环",0.0,0.0,0.0,2018-01-15,2018-01-21
聚桂醇注射液,"自费,陕西天宇",0.0,0.0,0.0,2018-01-15,2018-01-21
利伐沙班片,"自费,德国拜耳",0.0,0.0,0.0,2018-01-15,2018-01-21
平消胶囊,"自费,西安正大",0.0,0.0,0.0,2018-01-15,2018-01-21
金龙胶囊,"自费,京建生",0.0,0.0,0.0,2018-01-15,2018-01-21
注射用重组人白介素-11,"自费,京双鹭",0.0,0.0,0.0,2018-01-15,2018-01-21
注射用重组人白介素-2,"自费,京四环",0.0,0.0,0.0,2018-01-15,2018-01-21
重组人白介素-2注射液,"自费,京四环",0.0,0.0,0.0,2018-01-15,2018-01-21
注射用放线菌素D,瀚晖制药,180.0,0.0,0.0,2018-01-15,2018-01-21
朝凤牌过氧乙酸消毒液,蚌埠亚康,0.0,0.0,0.0,2018-01-15,2018-01-21
替吉奥胶囊,齐鲁制药,0.0,0.0,0.0,2018-01-15,2018-01-21
他扎罗汀乳膏,重庆华邦,150.0,-100.0,0.0,2018-01-15,2018-01-21
硫酸庆大霉素,南京金陵,0.0,0.0,0.0,2018-01-15,2018-01-21
人纤维蛋白原,华兰生物,0.0,0.0,0.0,2018-01-15,2018-01-21
苹果酸舒尼替尼胶囊,辉瑞,0.0,0.0,13025.0,2018-01-15,2018-01-21
酞丁安,皖新陇海,0.0,0.0,0.0,2018-01-15,2018-01-21
鱼石脂,沪运佳黄浦,0.0,0.0,0.0,2018-01-15,2018-01-21
前列地尔注射液,"自费,京泰德",0.0,0.0,0.0,2018-01-15,2018-01-21
注射用前列地尔,"自费,京赛升",0.0,0.0,0.0,2018-01-15,2018-01-21
地塞米松磷酸钠注射液,鲁抗辰欣,0.0,-350.0,1118.9,2018-01-15,2018-01-21
注射用磷酸肌酸钠,海口奇力,0.0,0.0,0.0,2018-01-15,2018-01-21
注射用培美曲塞二钠,礼来,0.0,0.0,0.0,2018-01-15,2018-01-21
注射用培美曲塞二钠,"自费,礼来",0.0,0.0,0.0,2018-01-15,2018-01-21
a-硫辛酸注射液,苏州卫材,0.0,0.0,0.0,2018-01-15,2018-01-21
转化糖电解质注射液,川美大康,0.0,0.0,0.0,2018-01-15,2018-01-21
硫酸卡那霉素,沪现代哈森,0.0,0.0,0.0,2018-01-15,2018-01-21
甘露醇注射液,湖北科伦,0.0,0.0,0.0,2018-01-15,2018-01-21
葡萄糖注射液,四川科伦,0.0,0.0,0.0,2018-01-15,2018-01-21
注射用乙酰谷酰胺,海南皇隆,600.0,-1000.0,22080.0,2018-01-15,2018-01-21
重组人粒细胞刺激因子注射液,"自费,麒麟鲲鹏",0.0,0.0,0.0,2018-01-15,2018-01-21
重组人粒细胞刺激因子注射液,"自费,麒麟鲲鹏",0.0,0.0,0.0,2018-01-15,2018-01-21
重组人粒细胞刺激因子注射液,"自费,麒麟鲲鹏",0.0,0.0,0.0,2018-01-15,2018-01-21
重组人粒细胞刺激因子注射液,"自费,杭州九源",0.0,0.0,0.0,2018-01-15,2018-01-21
重组人粒细胞刺激因子注射液,"自费,京四环生物",0.0,0.0,0.0,2018-01-15,2018-01-21
重组人粒细胞刺激因子注射液,"自费,厦门特宝",0.0,0.0,0.0,2018-01-15,2018-01-21
注射用重组人粒细胞巨噬细胞刺激因子,"自费,厦门特宝",0.0,0.0,0.0,2018-01-15,2018-01-21
中/长链脂肪乳注射液[C8-24Ve],苏州贝朗,0.0,0.0,0.0,2018-01-15,2018-01-21
注射用生长抑素,"自费,瑞士雪兰诺",0.0,0.0,0.0,2018-01-15,2018-01-21
注射用生长抑素,"自费,宁夏沙赛",0.0,0.0,0.0,2018-01-15,2018-01-21
异甘草酸镁注射液,"自费,正大天晴",0.0,0.0,0.0,2018-01-15,2018-01-21
多烯磷脂酰胆碱注射液,"自费,安万特",0.0,0.0,0.0,2018-01-15,2018-01-21
多烯磷脂酰胆碱注射液,"自费,天台山",0.0,0.0,0.0,2018-01-15,2018-01-21
注射用丁二磺酸腺苷蛋氨酸,"自费,意大利",0.0,0.0,0.0,2018-01-15,2018-01-21
脂肪乳氨基酸[17]葡萄糖[11%]注射液,"自费,无锡华瑞",0.0,0.0,0.0,2018-01-15,2018-01-21
盐酸沙格雷酯片,"自费,日本三菱",0.0,0.0,0.0,2018-01-15,2018-01-21
依降钙素注射液,"自费,日本",0.0,0.0,0.0,2018-01-15,2018-01-21
鲑降钙素注射液,"自费,瑞士",0.0,0.0,0.0,2018-01-15,2018-01-21
鲑降钙素注射液,"自费,河北",0.0,0.0,0.0,2018-01-15,2018-01-21
硫代硫酸钠,成都华邑,0.0,0.0,0.0,2018-01-15,2018-01-21
单硬脂酸甘油酯,湖南尔康,0.0,0.0,0.0,2018-01-15,2018-01-21
聚乙二醇干扰素a-2b注射剂,先灵葆雅,0.0,0.0,0.0,2018-01-15,2018-01-21
丹红注射液,"自费,荷泽步长",0.0,0.0,0.0,2018-01-15,2018-01-21
西罗莫司片,爱尔兰辉瑞,50.0,-46.0,4287.0,2018-01-15,2018-01-21
阿法骨化醇软胶囊,"自费,昆明贝克诺顿",0.0,0.0,0.0,2018-01-15,2018-01-21
吗替麦考酚酯胶囊,"自费,沪罗氏",0.0,0.0,0.0,2018-01-15,2018-01-21
硫酸庆大霉素注射液,西南药业,0.0,0.0,0.0,2018-01-15,2018-01-21
纳米炭混悬注射液,重庆莱美,0.0,0.0,13008.0,2018-01-15,2018-01-21
西妥昔单抗注射液,默克,0.0,0.0,65088.0,2018-01-15,2018-01-21
氟哌啶醇片,宁波大红鹰,0.0,0.0,0.0,2018-01-15,2018-01-21
盐酸左布比卡因注射液,"自费,苏恒瑞",0.0,0.0,0.0,2018-01-15,2018-01-21
注射用苯磺顺阿曲库铵,"自费,恒瑞",0.0,0.0,0.0,2018-01-15,2018-01-21
注射用英夫利西单抗,瑞士,16.0,0.0,52200.0,2018-01-15,2018-01-21
曲伏前列素滴眼液,爱尔康,0.0,-50.0,8804.5,2018-01-15,2018-01-21
曲伏前列素滴眼液,"自费,爱尔康",0.0,0.0,0.0,2018-01-15,2018-01-21
鱼石脂软膏,江西德成,0.0,0.0,0.0,2018-01-15,2018-01-21
葡萄糖酸钙注射液,济南利民,0.0,0.0,0.0,2018-01-15,2018-01-21
喷雾瓶,江苏云康,0.0,0.0,0.0,2018-01-15,2018-01-21
铝塑软管,济源三槐,0.0,0.0,0.0,2018-01-15,2018-01-21
PET塑料瓶,江苏云康,0.0,0.0,0.0,2018-01-15,2018-01-21
PE塑料瓶,江苏云康,0.0,0.0,0.0,2018-01-15,2018-01-21
替莫唑胺胶囊,默沙东,0.0,0.0,12540.0,2018-01-15,2018-01-21
替莫唑胺胶囊,"自费,先灵葆雅",0.0,0.0,0.0,2018-01-15,2018-01-21
重组人绒促性素注射液,"意大利,水针",0.0,-30.0,32209.5,2018-01-15,2018-01-21
阿加曲班注射液,广州三菱,0.0,0.0,0.0,2018-01-15,2018-01-21
马来酸依那普利叶酸片,深圳奥萨,0.0,0.0,0.0,2018-01-15,2018-01-21
注射用红花黄色素,浙江永宁,0.0,0.0,0.0,2018-01-15,2018-01-21
丁苯酞氯化钠注射液,石药恩必普,0.0,0.0,0.0,2018-01-15,2018-01-21
注射用重组人干扰素a1b,"自费,科兴",0.0,0.0,0.0,2018-01-15,2018-01-21
注射用重组人干扰素a1b,"自费,科兴",0.0,0.0,0.0,2018-01-15,2018-01-21
重组人干扰素a2b注射液,"自费,安科",0.0,0.0,0.0,2018-01-15,2018-01-21
肌苷片,沪中西,0.0,0.0,0.0,2018-01-15,2018-01-21
唑来膦酸注射液,瑞士诺华,0.0,0.0,0.0,2018-01-15,2018-01-21
注射用唑来膦酸浓溶液,瑞士诺华,0.0,0.0,0.0,2018-01-15,2018-01-21
注射用唑来膦酸,"自费,瑞士诺华",0.0,0.0,0.0,2018-01-15,2018-01-21
唑来膦酸注射液,"自费,天晴",0.0,0.0,0.0,2018-01-15,2018-01-21
硫酸鱼精蛋白注射液,京悦康凯悦,400.0,-230.0,24705.0,2018-01-15,2018-01-21
三乙醇胺,江西阿尔法,0.0,0.0,0.0,2018-01-15,2018-01-21
羟苯乙酯,湖南尔康,0.0,0.0,0.0,2018-01-15,2018-01-21
漂粉精片,浙德清五洲,0.0,0.0,0.0,2018-01-15,2018-01-21
兔抗人胸腺细胞免疫球蛋白,法国赛达,24.0,-50.0,87750.0,2018-01-15,2018-01-21
盐酸普萘洛尔片,常州康普,0.0,0.0,0.0,2018-01-15,2018-01-21
氟维司群注射液,德国Vetter,0.0,0.0,0.0,2018-01-15,2018-01-21
注射用牛肺表面活性剂,京双鹤现代,0.0,0.0,27873.0,2018-01-15,2018-01-21
羟乙基淀粉130/0.4氯化钠注射液,"自费,费森尤斯",0.0,0.0,0.0,2018-01-15,2018-01-21
羟乙基淀粉130/0.4氯化钠注射液,华仁,120.0,-120.0,5265.0,2018-01-15,2018-01-21
锯叶棕果实提取物软胶囊,德国泰德,0.0,0.0,0.0,2018-01-15,2018-01-21
醒脑静注射液,"自费,无锡济民",0.0,0.0,0.0,2018-01-15,2018-01-21
参附注射液,"自费,川雅安三九",0.0,0.0,0.0,2018-01-15,2018-01-21
参麦注射液,"自费,浙正大青春",0.0,0.0,0.0,2018-01-15,2018-01-21
参麦注射液,"自费,川大华西",0.0,0.0,0.0,2018-01-15,2018-01-21
生脉注射液,"自费,川雅安三九",0.0,0.0,0.0,2018-01-15,2018-01-21
生脉注射液,"自费,江苏苏中",0.0,0.0,0.0,2018-01-15,2018-01-21
康艾注射液,"自费,吉林长白山",0.0,0.0,0.0,2018-01-15,2018-01-21
注射用水溶性维生素,"自费,华瑞制药",0.0,0.0,0.0,2018-01-15,2018-01-21
脂溶性维生素注射液[2],"自费,华瑞",0.0,0.0,0.0,2018-01-15,2018-01-21
注射用黄芪多糖,津赛诺,0.0,0.0,0.0,2018-01-15,2018-01-21
注射用香菇多糖,"自费,晋振东泰盛",0.0,0.0,0.0,2018-01-15,2018-01-21
注射用鼠神经生长因子,"自费,厦门北大",0.0,0.0,0.0,2018-01-15,2018-01-21
注射用鼠神经生长因子,"自费,武汉海特",0.0,0.0,0.0,2018-01-15,2018-01-21
单唾液酸四己糖神经节苷脂钠注射液,齐鲁*,0.0,0.0,0.0,2018-01-15,2018-01-21
N[2]-L-丙氨酰-L-谷氨酰胺注射液,"自费,哈三联",0.0,0.0,0.0,2018-01-15,2018-01-21
美沙拉秦栓,黑天宏,0.0,-200.0,11938.0,2018-01-15,2018-01-21
盐酸吡格列酮片,苏德源,0.0,0.0,0.0,2018-01-15,2018-01-21
硬脂酸,湖南芙蓉,0.0,0.0,0.0,2018-01-15,2018-01-21
维生素K1注射液,沪现代哈森,0.0,0.0,0.0,2018-01-15,2018-01-21
盐酸右美托咪定注射液,川国瑞,400.0,-400.0,46000.0,2018-01-15,2018-01-21
依那西普注射液,辉瑞,0.0,0.0,0.0,2018-01-15,2018-01-21
鹿瓜多肽注射液,"自费,哈尔滨誉衡",0.0,0.0,0.0,2018-01-15,2018-01-21
盐酸多柔比星脂质体注射液,沪复旦张江,0.0,0.0,0.0,2018-01-15,2018-01-21
人凝血酶原复合物,华兰,60.0,-140.0,31220.0,2018-01-15,2018-01-21
巴氯芬片,宁波天衡,290.0,-30.0,0.0,2018-01-15,2018-01-21
伊班膦酸钠注射液,"自费,南京恒生",0.0,0.0,0.0,2018-01-15,2018-01-21
阿仑膦酸钠片,"自费,默沙东",0.0,0.0,0.0,2018-01-15,2018-01-21
依降钙素注射液,日本旭化成,0.0,0.0,0.0,2018-01-15,2018-01-21
灭菌注射用水,川科伦,0.0,0.0,0.0,2018-01-15,2018-01-21
灭菌注射用水,四川科伦,0.0,0.0,0.0,2018-01-15,2018-01-21
人纤维蛋白原,江西博雅,0.0,0.0,0.0,2018-01-15,2018-01-21
捐赠-重组人凝血因子9,辉瑞,0.0,0.0,0.0,2018-01-15,2018-01-21
捐赠-重组人凝血因子9,辉瑞,0.0,0.0,0.0,2018-01-15,2018-01-21
玉屏风颗粒,广东环球,0.0,-70.0,20790.0,2018-01-15,2018-01-21
奥氮平片,礼来,0.0,-60.0,19721.1,2018-01-15,2018-01-21
盐酸美金刚片,德国Rott,0.0,0.0,3601.7,2018-01-15,2018-01-21
破伤风人免疫球蛋白,华兰,0.0,0.0,0.0,2018-01-15,2018-01-21
注射用替加环素,惠氏,0.0,0.0,44737.0,2018-01-15,2018-01-21
盐酸洛贝林注射液,沪禾丰,500.0,-300.0,1480.0,2018-01-15,2018-01-21
甘草酸二铵注射液,"自费,天晴",0.0,0.0,0.0,2018-01-15,2018-01-21
果糖注射液,"自费,丰海",0.0,0.0,0.0,2018-01-15,2018-01-21
果糖注射液,"自费,丰原",0.0,0.0,0.0,2018-01-15,2018-01-21
注射用重组人凝血因子8,拜耳,0.0,0.0,0.0,2018-01-15,2018-01-21
Cidex邻苯二甲醛消毒液,强生,40.0,-16.0,10880.0,2018-01-15,2018-01-21
齐洁牌75%乙醇消毒液,天帆,0.0,-127.0,841.5,2018-01-15,2018-01-21
齐洁牌75%乙醇消毒液,天帆,800.0,-402.0,2940.36,2018-01-15,2018-01-21
齐洁牌消毒凝胶,天帆,0.0,-16.0,2480.0,2018-01-15,2018-01-21
普瑞来牌净手消毒液-2型,戈乔,0.0,-17.0,4692.0,2018-01-15,2018-01-21
安多福0.1%PVP-1消毒液,深圳,2000.0,-590.0,8160.0,2018-01-15,2018-01-21
爱护佳免洗手消毒液,沪西西艾尔,550.0,-68.0,105.0,2018-01-15,2018-01-21
3M葡萄糖酸氯己定皮肤消毒液,沪西西艾尔,0.0,0.0,396.0,2018-01-15,2018-01-21
盐酸麻黄碱滴鼻液,津金虹,0.0,-200.0,8900.0,2018-01-15,2018-01-21
醋酸奥曲肽注射液,成都天台山,1200.0,-400.0,22971.0,2018-01-15,2018-01-21
醋酸奥曲肽注射液,"自费,成都天台山",0.0,0.0,0.0,2018-01-15,2018-01-21
磺胺嘧啶银乳膏,重庆科瑞,0.0,0.0,0.0,2018-01-15,2018-01-21
沙格列汀片,阿斯利康,0.0,-360.0,34524.9,2018-01-15,2018-01-21
人凝血因子8,华兰,240.0,-380.0,93500.0,2018-01-15,2018-01-21
氯化钠注射液,丰原涂山,0.0,0.0,0.0,2018-01-15,2018-01-21
甲磺酸溴隐亭片,匈牙利吉瑞,0.0,0.0,0.0,2018-01-15,2018-01-21
鱼石脂软膏,沪世康特,0.0,0.0,0.0,2018-01-15,2018-01-21
注射用比伐芦定,深圳信立泰,0.0,-10.0,28800.0,2018-01-15,2018-01-21
姜半夏,广东一方,0.0,-400.0,1036.0,2018-01-15,2018-01-21
法半夏,广东一方,0.0,0.0,2072.0,2018-01-15,2018-01-21
朗索2%戊二醛消毒液,杭州朗索,0.0,0.0,0.0,2018-01-15,2018-01-21
朗索二氯异氰尿酸钠消毒片,杭州朗索,0.0,-51.0,2530.0,2018-01-15,2018-01-21
复方氨基酸注射液[18AA-7],"自费,三菱",0.0,0.0,0.0,2018-01-15,2018-01-21
硫软膏,福元药业,0.0,0.0,4032.0,2018-01-15,2018-01-21
注射用重组人白介素-11,"自费,齐鲁",0.0,0.0,0.0,2018-01-15,2018-01-21
注射用托拉塞米,南京海辰,0.0,-360.0,14148.0,2018-01-15,2018-01-21
葛酮通络胶囊,皖九方,0.0,-300.0,26600.0,2018-01-15,2018-01-21
盐酸洛哌丁胺胶囊,西安杨森,0.0,0.0,0.0,2018-01-15,2018-01-21
盐酸左氧氟沙星氯化钠注射液,扬子江,0.0,0.0,0.0,2018-01-15,2018-01-21
中/长链脂肪乳注射液[C8-24],百特侨光,0.0,0.0,0.0,2018-01-15,2018-01-21
小牛血去蛋白提取物注射液,哈尔滨圣泰,0.0,0.0,0.0,2018-01-15,2018-01-21
精蛋白重组人胰岛素注射液,BIOTON,0.0,0.0,0.0,2018-01-15,2018-01-21
精蛋白重组人胰岛素注射液[预混30/70],BIOTON,0.0,0.0,0.0,2018-01-15,2018-01-21
聚乙二醇干扰素a-2b注射液,厦门特宝,0.0,0.0,3596.0,2018-01-15,2018-01-21
聚乙二醇干扰素a-2b注射剂,"自费,先灵葆雅",0.0,0.0,0.0,2018-01-15,2018-01-21
卡前列素氨丁三醇注射液,常州四药,0.0,0.0,90114.5,2018-01-15,2018-01-21
注射用高纯度尿促性素,辉凌,640.0,0.0,339481.6,2018-01-15,2018-01-21
注射用重组人促黄体激素α,雪兰诺,256.0,0.0,0.0,2018-01-15,2018-01-21
重组促卵泡素β注射液,欧加农,0.0,0.0,0.0,2018-01-15,2018-01-21
重组促卵泡素β注射液,欧加农,0.0,0.0,0.0,2018-01-15,2018-01-21
注射用依那西普,辉瑞,20.0,0.0,4060.0,2018-01-15,2018-01-21
盐酸埃克替尼片,浙江贝达,240.0,-80.0,55960.0,2018-01-15,2018-01-21
复合磷酸氢钾注射液,津金耀,0.0,0.0,836.4,2018-01-15,2018-01-21
复方氨基酸注射液[18AA-5],武汉久安,0.0,0.0,0.0,2018-01-15,2018-01-21
复方氨基酸注射液[18AA-5],"自费,武汉久安",0.0,0.0,0.0,2018-01-15,2018-01-21
复方氨基酸注射液[18AA-2],"自费,华瑞",0.0,0.0,0.0,2018-01-15,2018-01-21
碘佛醇注射液,苏恒瑞,0.0,0.0,0.0,2018-01-15,2018-01-21
碘佛醇注射液,苏恒瑞,150.0,0.0,0.0,2018-01-15,2018-01-21
苦参素葡萄糖注射液,天晴,0.0,0.0,0.0,2018-01-15,2018-01-21
匹多莫德颗粒剂,浙江仙琚,0.0,0.0,0.0,2018-01-15,2018-01-21
新福菌素注射液,福州海王,0.0,0.0,0.0,2018-01-15,2018-01-21
注射用卡络磺钠,湘五洲通,0.0,0.0,0.0,2018-01-15,2018-01-21
山楂内金口服液,"限儿科用,云南良方",160.0,-160.0,12400.0,2018-01-15,2018-01-21
钠钾镁钙葡萄糖注射液,苏恒瑞,0.0,0.0,0.0,2018-01-15,2018-01-21
左西孟旦注射液,齐鲁制药,0.0,-10.0,19200.0,2018-01-15,2018-01-21
参一胶囊,吉林亚泰,0.0,0.0,0.0,2018-01-15,2018-01-21
依折麦布片,先灵葆雅,0.0,0.0,0.0,2018-01-15,2018-01-21
碘[131I]肿瘤细胞核人鼠嵌合单克隆抗体注射液,上海美恩,0.0,0.0,0.0,2018-01-15,2018-01-21
肾康注射液,西安世纪盛康,0.0,0.0,0.0,2018-01-15,2018-01-21
雷珠单抗注射液,诺华公司,0.0,0.0,0.0,2018-01-15,2018-01-21
参芎葡萄糖注射液,通化天实,0.0,-160.0,5680.0,2018-01-15,2018-01-21
注射用地西他滨,苏正大天晴,0.0,-28.0,85217.16,2018-01-15,2018-01-21
注射用丹参多酚酸盐,绿谷,0.0,0.0,0.0,2018-01-15,2018-01-21
大株红景天注射液,通化玉圣,0.0,0.0,10439.0,2018-01-15,2018-01-21
双氯芬酸钠盐酸利多卡因注射液,辰欣,0.0,0.0,0.0,2018-01-15,2018-01-21
参芎葡萄糖注射液,贵州景峰,0.0,0.0,0.0,2018-01-15,2018-01-21
注射用红花黄色素,晋华辉凯德,0.0,0.0,0.0,2018-01-15,2018-01-21
生石膏,广东一方,0.0,0.0,0.0,2018-01-15,2018-01-21
侧柏叶炭,广东一方,0.0,0.0,71.0,2018-01-15,2018-01-21
消旋山莨菪碱片,杭州民生,0.0,0.0,1225.8,2018-01-15,2018-01-21
达沙替尼片,百时美施贵宝,0.0,0.0,9972.55,2018-01-15,2018-01-21
醋酸曲普瑞林注射液,辉凌制药,0.0,0.0,0.0,2018-01-15,2018-01-21
氟比洛芬酯注射液,"自费,京泰德",0.0,0.0,0.0,2018-01-15,2018-01-21
金乌骨通胶囊,贵盛世龙方,0.0,-480.0,23400.0,2018-01-15,2018-01-21
锡类散,杭胡庆余堂,0.0,0.0,0.0,2018-01-15,2018-01-21
达比加群酯胶囊,德柏林格,192.0,-46.0,5165.1,2018-01-15,2018-01-21
甲磺酸伊马替尼片,苏豪森,0.0,0.0,0.0,2018-01-15,2018-01-21
胰岛素笔式数显注射器,诺和诺德,96.0,-16.0,12960.0,2018-01-15,2018-01-21
盐酸贝那普利片,上海新亚,0.0,0.0,0.0,2018-01-15,2018-01-21
丙氨酰谷氨酰胺注射液,四川科伦,0.0,0.0,0.0,2018-01-15,2018-01-21
丹参注射液,正大青春宝,0.0,0.0,0.0,2018-01-15,2018-01-21
枸橼酸托瑞米芬片,宁波天衡,0.0,0.0,0.0,2018-01-15,2018-01-21
乳酸左氧氟沙星分散片,四川升和,0.0,0.0,0.0,2018-01-15,2018-01-21
乌苯美司胶囊,成都苑东,0.0,0.0,0.0,2018-01-15,2018-01-21
天麻,统货,0.0,0.0,4073.4,2018-01-15,2018-01-21
注射用丁二磺酸腺苷蛋氨酸,浙江海正,0.0,0.0,0.0,2018-01-15,2018-01-21
多烯磷脂酰胆碱注射液,成都天台山,0.0,0.0,0.0,2018-01-15,2018-01-21
马来酸曲美布汀片,豫开开援生,0.0,0.0,0.0,2018-01-15,2018-01-21
双歧杆菌三联活菌散,沪信宜,0.0,0.0,0.0,2018-01-15,2018-01-21
索磷布韦维帕他韦片,爱尔兰,0.0,0.0,0.0,2018-01-15,2018-01-21
信迪利单抗注射液,信达生物苏州,0.0,0.0,0.0,2018-01-15,2018-01-21
瑞赛得牌医疗器械消毒剂,楷腾医疗,0.0,0.0,0.0,2018-01-15,2018-01-21
利尔康一元过氧乙酸消毒液II型,山东利尔康,0.0,0.0,0.0,2018-01-15,2018-01-21
奥斯顿消毒液,中天朗洁,0.0,0.0,0.0,2018-01-15,2018-01-21
阿莫西林胶囊,华北制药,0.0,0.0,0.0,2018-01-22,2018-01-28
阿莫西林胶囊,珠海联邦,900.0,0.0,6711.8,2018-01-22,2018-01-28
阿莫西林双氯西林钠,琼通用三洋,0.0,0.0,0.0,2018-01-22,2018-01-28
氨苄西林丙磺舒,长春盖普,0.0,0.0,0.0,2018-01-22,2018-01-28
注射用氨苄西林钠,山东鲁抗,0.0,0.0,0.0,2018-01-22,2018-01-28
氨苄西林,齐鲁制药,0.0,0.0,0.0,2018-01-22,2018-01-28
苯唑西林钠,沪新先锋,0.0,0.0,0.0,2018-01-22,2018-01-28
注射用苯唑西林钠,石家庄中诺,0.0,0.0,0.0,2018-01-22,2018-01-28
注射用苄星青霉素,江西东风,0.0,0.0,0.0,2018-01-22,2018-01-28
呋布西林钠,琼通用三洋,0.0,0.0,0.0,2018-01-22,2018-01-28
呋布西林钠,山西博康,0.0,0.0,0.0,2018-01-22,2018-01-28
注射用磺苄西林钠,辽宁科泰,0.0,0.0,0.0,2018-01-22,2018-01-28
美洛西林钠,琼通用三洋,0.0,0.0,0.0,2018-01-22,2018-01-28
美洛西林,山西仟源,0.0,0.0,0.0,2018-01-22,2018-01-28
哌拉西林钠,齐鲁制药,0.0,0.0,0.0,2018-01-22,2018-01-28
注射用青霉素钠,华北制药厂,0.0,-1500.0,2520.0,2018-01-22,2018-01-28
甲苯磺酸尼拉帕利胶囊,再鼎医药,0.0,0.0,0.0,2018-01-22,2018-01-28
艾考恩丙替片,吉利德,0.0,0.0,0.0,2018-01-22,2018-01-28
羧苄西林钠,沪新先锋,0.0,0.0,0.0,2018-01-22,2018-01-28
注射用氨曲南,海口市制药,600.0,-120.0,546.0,2018-01-22,2018-01-28
头孢氨苄,苏豪森,0.0,0.0,0.0,2018-01-22,2018-01-28
头孢氨苄,鲁抗医药,0.0,0.0,0.0,2018-01-22,2018-01-28
头孢氨苄胶囊,华北华民药业,0.0,0.0,0.0,2018-01-22,2018-01-28
头孢拉定胶囊[泛捷复],沪施贵宝,0.0,0.0,0.0,2018-01-22,2018-01-28
头孢拉定胶囊,鲁新华制药,0.0,0.0,0.0,2018-01-22,2018-01-28
头孢拉定胶囊,扬子江,300.0,-20.0,1194.3,2018-01-22,2018-01-28
头孢硫脒,白云山总厂,0.0,0.0,0.0,2018-01-22,2018-01-28
头孢噻吩钠,乐山三九,0.0,0.0,0.0,2018-01-22,2018-01-28
头孢替唑钠,天津新丰,0.0,0.0,0.0,2018-01-22,2018-01-28
注射用头孢唑林钠,山东鲁抗,0.0,0.0,720.0,2018-01-22,2018-01-28
注射用头孢唑林钠,石家庄中诺,0.0,0.0,0.0,2018-01-22,2018-01-28
注射用头孢呋辛钠,意大利,2720.0,-3860.0,72414.0,2018-01-22,2018-01-28
头孢呋辛钠,丽珠制药厂,0.0,0.0,0.0,2018-01-22,2018-01-28
注射用头孢呋辛钠,意大利依塞,2400.0,-3000.0,48380.0,2018-01-22,2018-01-28
头孢呋辛酯片,广州白云山,100.0,-100.0,0.0,2018-01-22,2018-01-28
头孢呋辛酯片,浙京新,0.0,0.0,0.0,2018-01-22,2018-01-28
头孢呋辛酯片,珠海联邦,0.0,0.0,0.0,2018-01-22,2018-01-28
头孢呋辛酯片,葛兰素史克,0.0,0.0,0.0,2018-01-22,2018-01-28
盐酸头孢甲肟,日本武田,0.0,0.0,0.0,2018-01-22,2018-01-28
盐酸头孢甲肟,浙尖峰药业,0.0,0.0,0.0,2018-01-22,2018-01-28
头孢克洛,印度兰伯西,0.0,0.0,0.0,2018-01-22,2018-01-28
头孢克洛干混悬剂,苏州西克罗,800.0,-70.0,7836.0,2018-01-22,2018-01-28
头孢克肟分散片,广州白云山,600.0,-2740.0,273853.7,2018-01-22,2018-01-28
头孢克洛胶囊,苏州中化,0.0,-50.0,6170.5,2018-01-22,2018-01-28
头孢美唑钠,日本三共,0.0,0.0,0.0,2018-01-22,2018-01-28
头孢孟多酯钠,沪新先锋,0.0,0.0,0.0,2018-01-22,2018-01-28
盐酸头孢替安,哈药总厂,0.0,0.0,0.0,2018-01-22,2018-01-28
头孢替安,沪新先锋,0.0,0.0,0.0,2018-01-22,2018-01-28
注射用头孢西丁钠,海口,3600.0,0.0,0.0,2018-01-22,2018-01-28
拉氧头孢钠,海南海灵,0.0,0.0,0.0,2018-01-22,2018-01-28
头孢克肟干混悬剂,深圳立健,0.0,0.0,0.0,2018-01-22,2018-01-28
